63;158;141;248;land;false;plains;1
64;238;138;243;land;false;plains;1
65;252;189;230;land;false;plains;1
66;140;172;234;land;false;plains;1
67;168;179;171;land;false;plains;1
68;104;247;190;land;true;plains;1
69;157;217;129;land;true;plains;1
70;204;251;254;land;false;plains;1
71;205;200;160;land;false;plains;1
72;148;219;199;land;false;plains;1
73;248;252;90;land;true;plains;1
74;218;235;237;land;true;plains;1
75;238;43;234;land;false;plains;1
76;221;220;66;land;false;plains;1
77;242;244;233;land;false;plains;1
78;211;198;120;land;false;plains;1
79;122;197;235;land;false;plains;1
80;191;239;212;land;false;plains;1
81;251;188;181;land;false;plains;1
82;242;253;108;land;true;plains;1
83;216;99;203;land;false;plains;1
84;197;243;251;land;false;plains;1
85;229;150;217;land;false;plains;1
86;206;207;211;land;false;plains;1
87;232;214;245;land;false;plains;1
88;129;170;232;land;false;plains;1
89;211;191;139;land;false;plains;1
90;192;159;210;land;false;plains;1
91;237;154;245;land;true;plains;1
92;158;153;237;land;false;plains;1
93;247;235;23;land;true;plains;1
94;243;253;152;land;false;plains;1
95;181;198;244;land;false;plains;1
96;159;191;215;land;false;plains;1
97;245;124;215;land;false;plains;1
98;208;231;193;land;false;plains;1
99;225;102;222;land;false;plains;1
100;168;172;242;land;false;plains;1
101;190;122;246;land;false;plains;1
102;173;148;183;land;true;plains;1
103;239;227;42;land;false;plains;1
104;217;207;116;land;false;plains;1
105;183;192;205;land;true;plains;1
106;188;159;166;land;false;plains;1
107;221;252;93;land;false;plains;1
108;116;216;249;land;false;plains;1
109;211;104;218;land;false;plains;1
110;179;252;205;land;true;plains;1
111;251;162;193;land;false;plains;1
112;186;219;180;land;true;plains;1
113;180;202;203;land;true;plains;1
114;110;189;221;land;false;plains;1
115;233;115;233;land;false;plains;1
116;228;58;223;land;false;plains;1
117;92;232;214;land;false;plains;1
118;153;163;220;land;false;plains;1
119;252;207;112;land;false;plains;1
120;201;219;147;land;false;plains;1
121;193;154;208;land;false;plains;1
122;240;175;206;land;false;plains;1
123;129;230;146;land;false;plains;1
124;212;114;228;land;false;plains;1
125;221;139;226;land;false;plains;1
126;102;166;243;land;false;plains;1
127;96;202;240;land;false;plains;1
128;234;205;94;land;false;plains;1
129;168;137;231;land;false;plains;1
130;228;227;58;land;false;plains;1
131;180;239;215;land;false;plains;1
132;121;222;182;land;false;plains;1
133;197;131;210;land;false;plains;1
134;239;132;147;land;false;plains;1
135;54;236;220;land;false;plains;1
136;226;111;229;land;true;plains;1
137;170;173;223;land;true;plains;1
138;105;242;239;land;false;plains;1
139;240;106;164;land;true;plains;1
140;182;207;118;land;true;plains;1
141;224;58;227;land;true;plains;1
142;219;146;150;land;false;plains;1
143;126;248;248;land;true;plains;1
144;88;180;238;land;true;plains;1
145;190;117;197;land;false;plains;1
146;149;250;251;land;false;plains;1
147;244;230;119;land;false;plains;1
148;178;238;187;land;false;plains;1
149;195;69;253;land;false;plains;1
150;189;243;253;land;false;plains;1
151;254;191;91;land;false;plains;1
152;205;210;147;land;false;plains;1
153;145;234;238;land;false;plains;1
154;151;229;173;land;false;plains;1
155;210;144;244;land;false;plains;1
156;230;89;198;land;false;plains;1
157;110;215;196;land;false;plains;1
158;141;222;157;land;false;plains;1
159;187;220;229;land;false;plains;1
160;209;232;133;land;false;plains;1
161;212;243;91;land;false;plains;1
162;135;122;245;land;false;plains;1
163;169;244;181;land;false;plains;1
164;254;154;237;land;false;plains;1
165;163;211;207;land;false;plains;1
166;242;208;65;land;false;plains;1
167;232;149;122;land;false;plains;1
168;228;84;199;land;false;plains;1
169;183;151;203;land;true;plains;1
170;248;110;248;land;false;plains;1
171;253;251;95;land;false;plains;1
172;215;224;160;land;false;plains;1
173;177;227;109;land;false;plains;1
174;216;235;59;land;false;plains;1
175;205;228;139;land;true;plains;1
176;140;229;196;land;true;plains;1
177;220;250;232;land;false;plains;1
178;128;234;253;land;false;plains;1
179;102;253;162;land;false;plains;1
180;97;223;219;land;false;plains;1
181;101;172;242;land;false;plains;1
182;220;183;213;land;false;plains;1
183;162;234;121;land;false;plains;1
184;188;221;136;land;false;plains;1
185;226;218;83;land;false;plains;1
186;254;233;107;land;false;plains;1
187;234;86;245;land;true;plains;1
188;157;239;210;land;false;plains;1
189;196;194;249;land;false;plains;1
190;190;125;213;land;false;plains;1
191;186;211;195;land;false;plains;1
192;196;67;246;land;false;plains;1
193;201;210;177;land;true;plains;1
194;101;230;249;land;false;plains;1
195;213;207;239;land;true;plains;1
196;231;240;65;land;false;plains;1
197;220;253;199;land;true;plains;1
198;160;229;171;land;true;plains;1
199;214;142;207;land;true;plains;1
200;86;230;251;land;false;plains;1
201;188;65;254;land;false;plains;1
202;195;145;196;land;false;plains;1
203;102;230;186;land;false;plains;1
204;246;236;107;land;false;plains;1
205;180;119;243;land;false;plains;1
206;188;152;244;land;false;plains;1
207;115;189;199;land;false;plains;1
208;145;149;233;land;true;plains;1
209;215;147;186;land;false;plains;1
210;165;212;229;land;false;plains;1
211;168;243;110;land;true;plains;1
212;240;239;212;land;false;plains;1
213;119;195;197;land;false;plains;1
214;195;167;207;land;false;plains;1
215;201;249;232;land;false;plains;1
216;155;190;224;land;false;plains;1
217;140;158;209;land;false;plains;1
218;244;59;213;land;true;plains;1
219;144;246;162;land;false;plains;1
220;166;247;229;land;false;plains;1
221;164;234;134;land;true;plains;1
222;224;197;154;land;false;plains;1
223;249;241;76;land;false;plains;1
224;164;120;226;land;true;plains;1
225;166;157;231;land;false;plains;1
226;145;213;188;land;false;plains;1
227;250;244;107;land;false;plains;1
228;77;199;229;land;true;plains;1
229;159;172;248;land;true;plains;1
230;249;157;242;land;false;plains;1
231;158;233;229;land;false;plains;1
232;236;158;169;land;false;plains;1
233;246;210;124;land;true;plains;1
234;220;206;232;land;false;plains;1
235;167;198;173;land;false;plains;1
236;181;198;139;land;true;plains;1
237;83;214;232;land;false;plains;1
238;204;239;144;land;false;plains;1
239;248;185;217;land;true;plains;1
240;40;207;254;land;false;plains;1
241;244;152;112;land;false;plains;1
242;180;212;228;land;false;plains;1
243;223;79;238;land;false;plains;1
244;234;144;221;land;false;plains;1
245;252;118;207;land;false;plains;1
246;166;211;228;land;false;plains;1
247;166;102;248;land;false;plains;1
248;203;213;179;land;false;plains;1
249;188;215;183;land;false;plains;1
250;171;185;147;land;false;plains;1
251;232;168;174;land;false;plains;1
252;198;94;250;land;false;plains;1
253;217;177;125;land;true;plains;1
254;131;243;186;land;false;plains;1
255;221;216;76;land;true;plains;1
256;154;179;181;land;false;plains;1
257;183;180;217;land;false;plains;1
258;134;199;170;land;false;plains;1
259;174;229;207;land;true;plains;1
260;131;237;246;land;false;plains;1
261;236;140;163;land;true;plains;1
262;158;152;217;land;false;plains;1
263;209;78;236;land;false;plains;1
264;128;132;248;land;false;plains;1
265;186;196;128;land;true;plains;1
266;240;248;254;land;false;plains;1
267;249;163;235;land;false;plains;1
268;210;105;243;land;true;plains;1
269;243;181;176;land;false;plains;1
270;150;223;195;land;true;plains;1
271;191;200;110;land;true;plains;1
272;200;252;55;land;false;plains;1
273;152;237;230;land;false;plains;1
274;118;227;216;land;false;plains;1
275;206;240;94;land;false;plains;1
276;220;203;208;land;false;plains;1
277;119;237;183;land;false;plains;1
278;114;243;253;land;false;plains;1
279;147;198;168;land;false;plains;1
280;180;235;188;land;false;plains;1
281;50;232;239;land;false;plains;1
282;229;155;186;land;false;plains;1
283;175;157;212;land;true;plains;1
284;150;249;118;land;false;plains;1
285;218;196;224;land;false;plains;1
286;250;251;238;land;false;plains;1
287;141;222;200;land;false;plains;1
288;189;178;243;land;false;plains;1
289;185;200;245;land;false;plains;1
290;225;242;122;land;false;plains;1
291;225;98;209;land;false;plains;1
292;157;188;198;land;false;plains;1
293;198;182;162;land;false;plains;1
294;97;185;229;land;true;plains;1
295;110;228;174;land;false;plains;1
296;254;136;194;land;true;plains;1
297;252;221;187;land;false;plains;1
298;196;149;173;land;false;plains;1
299;212;165;246;land;true;plains;1
300;219;209;250;land;true;plains;1
301;71;204;236;land;false;plains;1
302;222;219;197;land;false;plains;1
303;238;252;124;land;true;plains;1
304;38;224;239;land;true;plains;1
305;177;161;250;land;false;plains;1
306;214;212;83;land;false;plains;1
307;185;119;204;land;true;plains;1
308;179;216;191;land;false;plains;1
309;124;247;227;land;false;plains;1
310;168;171;201;land;false;plains;1
311;133;244;174;land;false;plains;1
312;235;205;206;land;false;plains;1
313;137;212;193;land;true;plains;1
314;63;215;236;land;true;plains;1
315;153;189;226;land;false;plains;1
316;124;233;229;land;false;plains;1
317;211;226;250;land;false;plains;1
318;165;192;234;land;false;plains;1
319;127;247;186;land;false;plains;1
320;192;92;237;land;false;plains;1
321;123;239;161;land;false;plains;1
322;183;215;173;land;false;plains;1
323;121;181;210;land;true;plains;1
324;156;240;220;land;true;plains;1
325;198;229;165;land;true;plains;1
326;234;235;116;land;false;plains;1
327;245;191;117;land;true;plains;1
328;206;137;174;land;false;plains;1
329;251;41;219;land;true;plains;1
330;144;246;223;land;false;plains;1
331;219;234;154;land;false;plains;1
332;168;213;165;land;false;plains;1
333;100;175;231;land;false;plains;1
334;151;141;225;land;true;plains;1
335;216;200;115;land;false;plains;1
336;136;184;208;land;false;plains;1
337;185;232;187;land;false;plains;1
338;238;215;250;land;false;plains;1
339;136;254;164;land;false;plains;1
340;29;254;244;land;true;plains;1
341;209;91;203;land;false;plains;1
342;198;142;190;land;false;plains;1
343;229;241;242;land;true;plains;1
344;227;195;158;land;false;plains;1
345;199;190;134;land;true;plains;1
346;200;191;201;land;false;plains;1
347;127;246;232;land;false;plains;1
348;221;209;85;land;false;plains;1
349;220;145;212;land;true;plains;1
350;250;99;187;land;true;plains;1
351;93;250;245;land;false;plains;1
352;248;253;59;land;false;plains;1
353;234;250;253;land;false;plains;1
354;254;142;147;land;false;plains;1
355;165;245;165;land;true;plains;1
356;222;225;247;land;false;plains;1
357;153;221;219;land;true;plains;1
358;139;162;234;land;false;plains;1
359;252;244;190;land;false;plains;1
360;251;197;170;land;false;plains;1
361;198;217;181;land;false;plains;1
362;183;204;225;land;false;plains;1
363;216;89;244;land;false;plains;1
364;157;211;165;land;true;plains;1
365;201;179;185;land;true;plains;1
366;246;90;185;land;true;plains;1
367;217;212;214;land;true;plains;1
368;233;192;139;land;false;plains;1
369;208;112;225;land;true;plains;1
370;197;146;220;land;true;plains;1
371;210;243;115;land;false;plains;1
372;190;187;200;land;false;plains;1
373;228;124;244;land;true;plains;1
374;106;213;222;land;false;plains;1
375;209;231;129;land;false;plains;1
376;234;162;147;land;false;plains;1
377;222;192;129;land;false;plains;1
378;144;238;178;land;false;plains;1
379;195;133;223;land;true;plains;1
380;211;196;113;land;true;plains;1
381;211;221;135;land;false;plains;1
382;253;114;186;land;false;plains;1
383;240;254;147;land;true;plains;1
384;250;208;202;land;false;plains;1
385;234;71;213;land;false;plains;1
386;245;247;152;land;false;plains;1
387;194;201;146;land;false;plains;1
388;163;159;252;land;false;plains;1
389;205;171;144;land;false;plains;1
390;239;208;104;land;false;plains;1
391;108;203;230;land;false;plains;1
392;185;161;226;land;false;plains;1
393;137;243;131;land;false;plains;1
394;170;183;229;land;false;plains;1
395;21;251;237;land;false;plains;1
396;233;206;107;land;false;plains;1
397;178;203;158;land;false;plains;1
398;97;233;185;land;false;plains;1
399;155;240;246;land;false;plains;1
400;159;241;177;land;false;plains;1
401;130;199;188;land;false;plains;1
402;237;215;109;land;false;plains;1
403;198;233;213;land;false;plains;1
404;197;252;126;land;false;plains;1
405;235;101;233;land;false;plains;1
406;198;102;226;land;false;plains;1
407;229;159;235;land;true;plains;1
408;98;202;241;land;false;plains;1
409;197;242;208;land;false;plains;1
410;221;253;107;land;true;plains;1
411;136;209;246;land;false;plains;1
412;153;202;219;land;true;plains;1
413;228;250;223;land;false;plains;1
414;187;246;160;land;false;plains;1
415;186;228;240;land;false;plains;1
416;213;229;186;land;false;plains;1
417;211;203;149;land;false;plains;1
418;237;147;153;land;false;plains;1
419;226;129;243;land;false;plains;1
420;184;209;191;land;false;plains;1
421;195;213;119;land;false;plains;1
422;238;137;128;land;false;plains;1
423;208;174;133;land;false;plains;1
424;169;209;220;land;true;plains;1
425;235;223;44;land;true;plains;1
426;105;211;220;land;false;plains;1
427;140;253;169;land;false;plains;1
428;203;163;221;land;false;plains;1
429;175;209;198;land;false;plains;1
430;155;160;204;land;false;plains;1
431;130;136;253;land;true;plains;1
432;195;199;132;land;false;plains;1
433;194;206;212;land;true;plains;1
434;235;119;166;land;true;plains;1
435;168;212;146;land;false;plains;1
436;181;139;236;land;false;plains;1
437;173;240;199;land;false;plains;1
438;58;248;245;land;false;plains;1
439;128;234;238;land;false;plains;1
440;238;168;124;land;false;plains;1
441;227;221;233;land;false;plains;1
442;205;153;171;land;false;plains;1
443;233;205;116;land;false;plains;1
444;232;47;244;land;false;plains;1
445;142;160;222;land;false;plains;1
446;246;238;81;land;false;plains;1
447;228;241;192;land;false;plains;1
448;154;133;223;land;false;plains;1
449;253;250;55;land;true;plains;1
450;178;227;237;land;false;plains;1
451;213;105;193;land;false;plains;1
452;197;207;138;land;false;plains;1
453;220;154;213;land;false;plains;1
454;194;191;246;land;false;plains;1
455;64;211;231;land;false;plains;1
456;192;173;157;land;false;plains;1
457;252;212;75;land;true;plains;1
458;229;200;173;land;false;plains;1
459;252;185;69;land;false;plains;1
460;236;232;179;land;true;plains;1
461;189;140;216;land;true;plains;1
462;197;224;188;land;false;plains;1
463;149;197;164;land;true;plains;1
464;191;214;154;land;false;plains;1
465;200;146;174;land;false;plains;1
466;246;254;217;land;false;plains;1
467;245;87;221;land;true;plains;1
468;209;113;250;land;true;plains;1
469;202;170;195;land;true;plains;1
470;189;170;190;land;false;plains;1
471;226;199;146;land;false;plains;1
472;239;214;208;land;true;plains;1
473;125;190;215;land;false;plains;1
474;216;250;105;land;false;plains;1
475;231;197;95;land;false;plains;1
476;240;173;228;land;false;plains;1
477;186;204;148;land;false;plains;1
478;159;174;236;land;false;plains;1
479;211;220;147;land;true;plains;1
480;186;246;237;land;false;plains;1
481;254;113;141;land;true;plains;1
482;135;171;244;land;true;plains;1
483;173;167;206;land;false;plains;1
484;172;183;219;land;false;plains;1
485;209;175;184;land;true;plains;1
486;169;196;215;land;true;plains;1
487;149;217;226;land;false;plains;1
488;164;196;212;land;false;plains;1
489;192;141;215;land;false;plains;1
490;162;241;194;land;false;plains;1
491;95;245;198;land;false;plains;1
492;86;225;242;land;false;plains;1
493;100;221;225;land;false;plains;1
494;141;207;243;land;false;plains;1
495;248;125;144;land;false;plains;1
496;221;210;87;land;false;plains;1
497;165;238;100;land;false;plains;1
498;250;207;104;land;true;plains;1
499;192;204;227;land;false;plains;1
500;51;242;231;land;false;plains;1
501;239;121;247;land;true;plains;1
502;175;210;136;land;false;plains;1
503;207;201;99;land;false;plains;1
504;171;242;147;land;false;plains;1
505;205;159;202;land;false;plains;1
506;218;164;200;land;false;plains;1
507;238;254;169;land;false;plains;1
508;223;217;125;land;false;plains;1
509;253;200;210;land;true;plains;1
510;124;246;177;land;false;plains;1
511;244;146;117;land;false;plains;1
512;253;77;239;land;true;plains;1
513;229;227;243;land;false;plains;1
514;229;247;60;land;false;plains;1
515;247;96;204;land;false;plains;1
516;217;229;167;land;false;plains;1
517;241;118;143;land;false;plains;1
518;91;253;158;land;false;plains;1
519;168;131;216;land;false;plains;1
520;252;239;130;land;false;plains;1
521;215;159;213;land;false;plains;1
522;239;145;235;land;true;plains;1
523;107;217;218;land;false;plains;1
524;95;252;227;land;true;plains;1
525;171;128;234;land;false;plains;1
526;252;190;85;land;false;plains;1
527;84;239;205;land;true;plains;1
528;119;206;212;land;false;plains;1
529;165;254;226;land;false;plains;1
530;236;27;243;land;true;plains;1
531;111;234;240;land;false;plains;1
532;223;240;100;land;true;plains;1
533;240;80;230;land;false;plains;1
534;235;249;115;land;false;plains;1
535;221;155;152;land;false;plains;1
536;197;226;202;land;false;plains;1
537;115;251;190;land;false;plains;1
538;243;141;221;land;false;plains;1
539;99;228;251;land;false;plains;1
540;140;150;234;land;true;plains;1
541;243;208;201;land;false;plains;1
542;121;249;183;land;false;plains;1
543;228;182;98;land;true;plains;1
544;212;245;110;land;true;plains;1
545;227;88;201;land;false;plains;1
546;31;254;234;land;true;plains;1
547;123;156;223;land;false;plains;1
548;246;252;240;land;false;plains;1
549;163;239;155;land;true;plains;1
550;246;167;246;land;false;plains;1
551;84;246;177;land;false;plains;1
552;233;200;220;land;true;plains;1
553;215;154;153;land;false;plains;1
554;200;184;128;land;false;plains;1
555;219;246;251;land;false;plains;1
556;184;183;231;land;true;plains;1
557;242;242;233;land;false;plains;1
558;250;242;85;land;false;plains;1
559;168;214;164;land;false;plains;1
560;125;158;239;land;false;plains;1
561;249;146;143;land;true;plains;1
562;246;174;173;land;false;plains;1
563;160;223;215;land;false;plains;1
564;167;232;158;land;false;plains;1
565;251;244;176;land;false;plains;1
566;184;221;118;land;false;plains;1
567;168;225;126;land;true;plains;1
568;213;228;184;land;false;plains;1
569;55;242;205;land;false;plains;1
570;240;203;194;land;false;plains;1
571;184;233;239;land;true;plains;1
572;234;22;253;land;false;plains;1
573;241;228;215;land;false;plains;1
574;170;170;210;land;false;plains;1
575;143;207;163;land;true;plains;1
576;217;223;221;land;false;plains;1
577;215;153;163;land;false;plains;1
578;149;174;200;land;false;plains;1
579;215;196;227;land;false;plains;1
580;183;191;127;land;false;plains;1
581;218;172;236;land;false;plains;1
582;242;224;114;land;false;plains;1
583;187;247;196;land;false;plains;1
584;234;122;185;land;false;plains;1
585;249;199;201;land;false;plains;1
586;185;85;242;land;true;plains;1
587;209;158;151;land;false;plains;1
588;241;119;172;land;false;plains;1
589;59;207;248;land;true;plains;1
590;157;227;164;land;false;plains;1
591;200;117;186;land;false;plains;1
592;118;242;202;land;false;plains;1
593;208;220;152;land;false;plains;1
594;126;164;244;land;true;plains;1
595;242;202;228;land;false;plains;1
596;207;250;161;land;false;plains;1
597;103;199;212;land;true;plains;1
598;219;92;199;land;false;plains;1
599;101;233;194;land;false;plains;1
600;154;195;152;land;true;plains;1
601;154;118;253;land;false;plains;1
602;205;176;236;land;false;plains;1
603;217;220;204;land;false;plains;1
604;203;231;235;land;false;plains;1
605;170;238;156;land;false;plains;1
606;191;204;228;land;false;plains;1
607;212;244;118;land;false;plains;1
608;163;209;152;land;false;plains;1
609;254;94;246;land;false;plains;1
610;192;218;125;land;true;plains;1
611;154;131;229;land;false;plains;1
612;93;218;211;land;false;plains;1
613;157;227;211;land;false;plains;1
614;242;191;185;land;false;plains;1
615;96;188;220;land;false;plains;1
616;218;82;250;land;false;plains;1
617;164;168;217;land;false;plains;1
618;207;98;238;land;true;plains;1
619;186;223;127;land;true;plains;1
620;215;174;185;land;false;plains;1
621;228;204;116;land;true;plains;1
622;211;192;234;land;false;plains;1
623;190;100;218;land;false;plains;1
624;171;163;175;land;false;plains;1
625;217;167;217;land;false;plains;1
626;189;191;167;land;true;plains;1
627;253;181;111;land;true;plains;1
628;73;239;211;land;false;plains;1
629;245;126;242;land;false;plains;1
630;130;199;205;land;true;plains;1
631;200;145;204;land;false;plains;1
632;146;151;205;land;false;plains;1
633;252;146;106;land;false;plains;1
634;196;175;207;land;false;plains;1
635;126;206;253;land;false;plains;1
636;196;249;149;land;false;plains;1
637;244;248;97;land;false;plains;1
638;235;153;253;land;true;plains;1
639;204;191;195;land;false;plains;1
640;145;195;170;land;true;plains;1
641;131;227;215;land;false;plains;1
642;189;229;87;land;false;plains;1
643;208;194;151;land;true;plains;1
644;200;164;184;land;false;plains;1
645;249;160;141;land;false;plains;1
646;233;230;243;land;false;plains;1
647;199;211;240;land;false;plains;1
648;157;137;209;land;false;plains;1
649;128;207;251;land;false;plains;1
650;75;224;249;land;false;plains;1
651;113;215;209;land;false;plains;1
652;237;224;251;land;false;plains;1
653;211;208;197;land;true;plains;1
654;220;219;225;land;true;plains;1
655;203;165;146;land;false;plains;1
656;240;178;173;land;false;plains;1
657;156;148;221;land;false;plains;1
658;190;207;226;land;false;plains;1
659;237;253;74;land;false;plains;1
660;57;220;246;land;true;plains;1
661;220;121;214;land;false;plains;1
662;195;193;132;land;false;plains;1
663;212;229;229;land;false;plains;1
664;195;152;226;land;false;plains;1
665;145;217;176;land;false;plains;1
666;225;147;155;land;false;plains;1
667;168;204;162;land;false;plains;1
668;106;217;209;land;false;plains;1
669;177;222;251;land;false;plains;1
670;219;88;214;land;true;plains;1
671;235;85;195;land;false;plains;1
672;165;239;130;land;false;plains;1
673;211;158;168;land;false;plains;1
674;239;143;176;land;false;plains;1
675;166;183;208;land;true;plains;1
676;116;216;208;land;true;plains;1
677;198;238;154;land;false;plains;1
678;155;154;198;land;true;plains;1
679;128;206;222;land;false;plains;1
680;213;143;200;land;false;plains;1
681;214;250;85;land;false;plains;1
682;156;111;245;land;false;plains;1
683;254;247;231;land;false;plains;1
684;137;223;171;land;false;plains;1
685;197;143;201;land;false;plains;1
686;222;165;146;land;false;plains;1
687;232;180;140;land;false;plains;1
688;252;94;250;land;false;plains;1
689;253;225;167;land;false;plains;1
690;198;179;162;land;false;plains;1
691;231;114;208;land;false;plains;1
692;252;186;236;land;false;plains;1
693;169;125;225;land;true;plains;1
694;232;50;239;land;false;plains;1
695;138;239;194;land;true;plains;1
696;230;127;253;land;false;plains;1
697;201;156;250;land;false;plains;1
698;244;244;195;land;false;plains;1
699;230;173;142;land;false;plains;1
700;221;152;147;land;false;plains;1
701;213;252;164;land;false;plains;1
702;190;217;232;land;false;plains;1
703;191;109;237;land;true;plains;1
704;166;190;186;land;false;plains;1
705;129;234;200;land;true;plains;1
706;190;246;158;land;false;plains;1
707;218;168;152;land;false;plains;1
708;254;147;148;land;true;plains;1
709;161;133;244;land;false;plains;1
710;238;203;171;land;true;plains;1
711;229;226;88;land;true;plains;1
712;162;250;235;land;false;plains;1
713;163;215;130;land;false;plains;1
714;166;224;180;land;false;plains;1
715;194;90;243;land;false;plains;1
716;180;238;230;land;false;plains;1
717;241;239;48;land;false;plains;1
718;180;241;107;land;true;plains;1
719;216;236;113;land;false;plains;1
720;175;222;124;land;false;plains;1
721;222;105;196;land;false;plains;1
722;61;210;241;land;true;plains;1
723;185;177;139;land;false;plains;1
724;189;126;225;land;false;plains;1
725;180;201;212;land;false;plains;1
726;156;203;211;land;true;plains;1
727;152;154;252;land;false;plains;1
728;169;207;217;land;false;plains;1
729;144;226;154;land;false;plains;1
730;200;216;207;land;false;plains;1
731;236;86;241;land;true;plains;1
732;247;249;177;land;false;plains;1
733;234;233;66;land;false;plains;1
734;193;197;202;land;false;plains;1
735;242;214;174;land;false;plains;1
736;116;232;253;land;false;plains;1
737;131;214;189;land;true;plains;1
738;135;199;174;land;false;plains;1
739;211;225;93;land;true;plains;1
740;234;120;153;land;false;plains;1
741;158;211;222;land;false;plains;1
742;214;175;211;land;true;plains;1
743;252;150;114;land;false;plains;1
744;200;196;155;land;false;plains;1
745;111;243;242;land;false;plains;1
746;246;181;114;land;false;plains;1
747;223;169;126;land;true;plains;1
748;203;175;243;land;false;plains;1
749;181;237;163;land;false;plains;1
750;232;182;127;land;true;plains;1
751;98;183;240;land;false;plains;1
752;244;178;199;land;false;plains;1
753;226;218;189;land;false;plains;1
754;200;248;162;land;false;plains;1
755;226;183;140;land;true;plains;1
756;254;30;246;land;false;plains;1
757;178;182;208;land;false;plains;1
758;137;254;196;land;false;plains;1
759;192;243;90;land;true;plains;1
760;115;177;229;land;false;plains;1
761;208;189;194;land;false;plains;1
762;75;252;235;land;false;plains;1
763;238;213;160;land;false;plains;1
764;254;247;253;land;false;plains;1
765;154;216;228;land;true;plains;1
766;230;191;252;land;false;plains;1
767;227;241;40;land;false;plains;1
768;238;188;137;land;false;plains;1
769;233;60;214;land;false;plains;1
770;237;65;229;land;false;plains;1
771;158;229;142;land;true;plains;1
772;236;244;148;land;false;plains;1
773;245;217;100;land;false;plains;1
774;229;133;151;land;false;plains;1
775;193;212;114;land;false;plains;1
776;54;215;238;land;false;plains;1
777;233;211;80;land;false;plains;1
778;201;193;194;land;false;plains;1
779;221;223;116;land;false;plains;1
780;141;239;201;land;false;plains;1
781;196;193;238;land;true;plains;1
782;227;175;236;land;false;plains;1
783;236;225;244;land;false;plains;1
784;206;252;189;land;false;plains;1
785;180;171;189;land;false;plains;1
786;196;178;214;land;false;plains;1
787;176;211;254;land;false;plains;1
788;141;184;241;land;true;plains;1
789;225;225;246;land;true;plains;1
790;111;247;217;land;false;plains;1
791;214;153;192;land;true;plains;1
792;250;164;138;land;true;plains;1
793;242;254;119;land;false;plains;1
794;180;194;162;land;true;plains;1
795;49;232;242;land;false;plains;1
796;208;236;87;land;false;plains;1
797;98;231;232;land;false;plains;1
798;119;223;172;land;false;plains;1
799;208;180;150;land;true;plains;1
800;73;246;210;land;false;plains;1
801;184;113;221;land;false;plains;1
802;168;213;139;land;false;plains;1
803;179;189;140;land;false;plains;1
804;234;232;142;land;false;plains;1
805;218;171;192;land;false;plains;1
806;98;218;205;land;false;plains;1
807;244;239;114;land;false;plains;1
808;216;245;120;land;true;plains;1
809;232;208;251;land;false;plains;1
810;232;179;171;land;false;plains;1
811;60;227;245;land;false;plains;1
812;40;253;240;land;false;plains;1
813;239;121;254;land;true;plains;1
814;190;254;93;land;false;plains;1
815;231;154;148;land;true;plains;1
816;122;235;233;land;false;plains;1
817;77;209;222;land;false;plains;1
818;197;242;219;land;false;plains;1
819;139;142;242;land;true;plains;1
820;227;91;186;land;false;plains;1
821;196;195;180;land;false;plains;1
822;251;92;229;land;false;plains;1
